data,valor,cdi_diario
2014-10-10,0.040849,0.00040849
2014-10-13,0.040741,0.00040741
2014-10-14,0.040849,0.00040849
2014-10-15,0.040741,0.00040741
2014-10-16,0.040849,0.00040849
2014-10-17,0.040849,0.00040849
2014-10-20,0.040849,0.00040849
2014-10-21,0.040849,0.00040849
2014-10-22,0.040849,0.00040849
2014-10-23,0.040849,0.00040849
2014-10-24,0.040849,0.00040849
2014-10-27,0.040849,0.00040849
2014-10-28,0.040849,0.00040849
2014-10-29,0.040849,0.00040849
2014-10-30,0.041743,0.00041743000000000005
2014-10-31,0.041636,0.00041636
2014-11-03,0.041636,0.00041636
2014-11-04,0.041636,0.00041636
2014-11-05,0.041743,0.00041743000000000005
2014-11-06,0.041743,0.00041743000000000005
2014-11-07,0.041743,0.00041743000000000005
2014-11-10,0.041743,0.00041743000000000005
2014-11-11,0.041743,0.00041743000000000005
2014-11-12,0.041743,0.00041743000000000005
2014-11-13,0.041743,0.00041743000000000005
2014-11-14,0.041743,0.00041743000000000005
2014-11-17,0.041743,0.00041743000000000005
2014-11-18,0.041743,0.00041743000000000005
2014-11-19,0.041743,0.00041743000000000005
2014-11-20,0.041743,0.00041743000000000005
2014-11-21,0.041743,0.00041743000000000005
2014-11-24,0.041743,0.00041743000000000005
2014-11-25,0.041743,0.00041743000000000005
2014-11-26,0.041743,0.00041743000000000005
2014-11-27,0.041743,0.00041743000000000005
2014-11-28,0.041636,0.00041636
2014-12-01,0.041636,0.00041636
2014-12-02,0.041636,0.00041636
2014-12-03,0.041743,0.00041743000000000005
2014-12-04,0.043526,0.00043526000000000003
2014-12-05,0.043526,0.00043526000000000003
